"LINK","Ragione.sociale","Indirizzo","Città","Provincia","Regione","Partita.IVA","Codice.Fiscale","REA","ATECO","Attività.prevalente","Fatturato","Utile","Costo.del.personale","N..Dipendenti","CamCom","Forma.giuridica","Anno.Fondazione","Stato.Attività","fatturato_num","utile_num","costo_del_personale_num","min_num_dipendenti","max_num_dipendenti"
"https://www.fatturatoitalia.it/chematek_spa-05870170155","CHEMATEK SPA","Piazzale Libia, 1","MILANO","MILANO","LOMBARDIA",5870170155,5870170155,"MI 1046931","46.75","Commercio all'ingrosso di prodotti chimici","€ 44.122.020","€ 6.629.713","€ 5.555.076","da 20 a 49","MI","Societa' per azioni","01/08/1980","Attiva",44122020,6629713,5555076,20,49
"https://www.fatturatoitalia.it/comes_commercio_e_sviluppo_srl-00772970141","COMES - COMMERCIO E SVILUPPO S.R.L.","Via Ferrante Aporti, 8/10","MILANO","MILANO","LOMBARDIA",772970141,772970141,"MI 1826052","68.1","Compravendita di beni immobili effettuata su beni propri","€ 44.119.831","€ 12.352.592","N.D.","","MI","Societa' a responsabilita' limitata","01/12/2006","Attiva",44119831,12352592,NA,0,0
"https://www.fatturatoitalia.it/promat_spa-02788260103","PROMAT S.P.A.","Via Vittor Pisani, 20","MILANO","MILANO","LOMBARDIA",2788260103,2788260103,"MI 2064240","23.99","Fabbricazione di altri prodotti in minerali non metalliferi nca","€ 44.118.740","€ 2.724.731","€ 5.518.667","da 50 a 99","MI","Societa' per azioni","03/04/2015","Attiva",44118740,2724731,5518667,50,99
"https://www.fatturatoitalia.it/arc_aziende_riunite_caffe_srl-00881710156","A.R.C. AZIENDE RIUNITE CAFFE' S.R.L.","Via Ippolito Rosellini, 2","MILANO","MILANO","LOMBARDIA",881710156,881710156,"MI 548839","46.37.01","Commercio all'ingrosso di caffe'","€ 44.113.120","€ 161.617","€ 676.794","da 6 a 9","MI","Societa' a responsabilita' limitata","16/03/1960","Attiva",44113120,161617,676794,6,9
"https://www.fatturatoitalia.it/aspes_spa-01423690419","ASPES S.P.A.","Via Mameli, 15","PESARO","PESARO E URBINO","MARCHE",1423690419,1423690419,"PS 140952","47.73.1","Farmacie","€ 44.112.689","€ 717.815","€ 8.216.040","da 100 a 199","PS","Societa' per azioni","07/01/1998","Attiva",44112689,717815,8216040,100,199
"https://www.fatturatoitalia.it/balich_wonder_studio_spa-08448210966","BALICH WONDER STUDIO S.P.A.","Via San Marco, 46","MILANO","MILANO","LOMBARDIA",8448210966,8448210966,"MI 2027055","90.02.09","Altre attivita' di supporto alle rappresentazioni artistiche","€ 44.112.542","€ 4.104.113","€ 7.131.744","da 200 a 249","MI","Societa' per azioni","06/12/2013","Attiva",44112542,4104113,7131744,200,249
"https://www.fatturatoitalia.it/lef_srl-02275520480","L.E.F. S.R.L.","Viale Ludovico Ariosto, 478/480","SESTO FIORENTINO","FIRENZE","TOSCANA",2275520480,2275520480,"FI 511444","27.11","Fabbricazione di motori generatori e trasformatori elettrici","€ 44.109.655","€ 5.148.954","€ 4.074.533","da 50 a 99","FI","Societa' a responsabilita' limitata","29/03/2000","Attiva",44109655,5148954,4074533,50,99
"https://www.fatturatoitalia.it/latteria_sociale_sangelo_societa_agricola_cooperativa-00154350201","LATTERIA SOCIALE S.ANGELO SOCIETA' AGRICOLA COOPERATIVA","Via Contrargine Nord, 5","MARCARIA","MANTOVA","LOMBARDIA",154350201,154350201,"MN 90300","10.51.2","Produzione dei derivati del latte","","","","","MN","Societa' cooperativa","05/06/1959","Attiva",NA,NA,NA,0,0
"https://www.fatturatoitalia.it/aluminium_green_spa-03303270981","ALUMINIUM GREEN S.P.A.","Via Andrea Fantoni, 8/10","BERGAMO","BERGAMO","LOMBARDIA",3303270981,3303270981,"BG 425798","24.42","Produzione di alluminio","€ 44.107.780","€ 18.075","€ 838.707","da 10 a 15","BG","Societa' per azioni","13/05/2014","Attiva",44107780,18075,838707,10,15
"https://www.fatturatoitalia.it/nobel_sport_martignoni_spa-00263700106","NOBEL SPORT MARTIGNONI S.P.A.","Via Fieno, 3","MILANO","MILANO","LOMBARDIA",10670770154,263700106,"MI 1394195","25.4","Fabbricazione di armi e munizioni","€ 44.106.817","€ 10.807.421","€ 7.154.905","da 100 a 199","MI","Societa' per azioni","03/06/1992","Attiva",44106817,10807421,7154905,100,199
"https://www.fatturatoitalia.it/caseificio_pugliese_flli_radicci_spa-04443400017","CASEIFICIO PUGLIESE F.LLI RADICCI S.P.A.","Via Lamarmora Alfonso, 31","TORINO","TORINO","PIEMONTE",4443400017,4443400017,"TO 634828","10.51.2","Produzione dei derivati del latte","€ 44.104.605","€ 159.969","€ 5.072.370","da 100 a 199","TO","Societa' per azioni","16/09/1983","Attiva",44104605,159969,5072370,100,199
"https://www.fatturatoitalia.it/terminal_darsena_toscana_srl-01178350490","TERMINAL DARSENA TOSCANA SRL","Via Mogadiscio, 23","LIVORNO","LIVORNO","TOSCANA",1178350490,1178350490,"LI 104219","52.24.2","Movimento merci relativo a trasporti marittimi e fluviali","€ 44.103.923","€ 2.696.322","€ 18.323.391","da 250 a 499","LI","Societa' a responsabilita' limitata","24/06/1996","Attiva",44103923,2696322,18323391,250,499
"https://www.fatturatoitalia.it/idraulica_flli_sala_srl-00192240364","IDRAULICA F.LLI SALA S.R.L.","Via Novella, N. 1","CONCORDIA SULLA SECCHIA","MODENA","EMILIA ROMAGNA",192240364,192240364,"MO 96948","37","Gestione delle reti fognarie","€ 44.101.173","€ 2.782.275","€ 10.491.778","da 200 a 249","MO","Societa' a responsabilita' limitata","02/02/1961","Attiva",44101173,2782275,10491778,200,249
"https://www.fatturatoitalia.it/acentrass_vi_srl-10217730018","ACENTRASS V.I. S.R.L.","Via Natta, SNC","CAGLIARI","CAGLIARI","SARDEGNA",10217730018,10217730018,"CA 260630","45.19.01","Commercio all'ingrosso e al dettaglio di altri autoveicoli","€ 44.098.716","€ 677.869","€ 2.288.534","da 20 a 49","CA","Societa' a responsabilita' limitata","30/06/2010","Attiva",44098716,677869,2288534,20,49
"https://www.fatturatoitalia.it/technogenetics_spa-06614040159","TECHNOGENETICS S.P.A.","Via Privata Cesare Battisti, 1","MILANO","MILANO","LOMBARDIA",9279340153,6614040159,"MI 1232682","20.59.4","Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo)","€ 44.098.082","€ -3.642.772","€ 7.401.014","da 100 a 199","MI","Societa' per azioni","22/01/1987","Attiva",44098082,-3642772,7401014,100,199
"https://www.fatturatoitalia.it/op_la_marca_grains_societa_consortile_a_rl-02622550420","OP LA MARCA GRAINS SOCIETA' CONSORTILE A R.L.","Via Dei Pioppi, 153","SENIGALLIA","ANCONA","MARCHE",2622550420,2622550420,"AN 202317","46.21.1","Commercio all'ingrosso di cereali e legumi secchi","€ 44.077.922","€ 2.539","€ 21.707","1","AN","Societa' consortile a responsabilita' limitata","12/02/2014","Attiva",44077922,2539,21707,1,1
"https://www.fatturatoitalia.it/impresa_manca_costruzioni_generali_spa_abbrevita_impresa_manca_spa-00145570925","IMPRESA MANCA - COSTRUZIONI GENERALI S.P.A. ABBREVITA IMPRESA MANCA S.P.A.","Villa D'orri, SN","SARROCH","CAGLIARI","SARDEGNA",145570925,145570925,"CA 73714","41.2","Costruzione di edifici residenziali e non residenziali","€ 44.075.503","€ 1.462.567","€ 6.729.169","da 100 a 199","CA","Societa' per azioni","21/02/1972","Attiva",44075503,1462567,6729169,100,199
"https://www.fatturatoitalia.it/bu_power_systems_italia_srl-03266470131","BU POWER SYSTEMS ITALIA S.R.L.","Via Orefici, 2","MILANO","MILANO","LOMBARDIA",3266470131,3266470131,"MI 1986272","46.69","Commercio all'ingrosso di altri macchinari e attrezzature","€ 44.075.347","€ 519.314","€ 3.546.656","da 50 a 99","MI","Societa' a responsabilita' limitata","24/05/2012","Attiva",44075347,519314,3546656,50,99
"https://www.fatturatoitalia.it/il_galletto_societa_consortile_agricola_a_responsabilita_limitata_op-04603850878","IL GALLETTO SOCIETA' CONSORTILE AGRICOLA A RESPONSABILITA' LIMITATA O.P.","Via Palermo Z. I., SN","PALAGONIA","CATANIA","SICILIA",4603850878,4603850878,"CT 306911","01.63","Attivita' successive alla raccolta","€ 44.073.491","€ 52.729","€ 7.849.622","da 250 a 499","CT","Societa' consortile a responsabilita' limitata","09/06/2008","Attiva",44073491,52729,7849622,250,499
"https://www.fatturatoitalia.it/farmaceutici_procemsa_spa_societa_benefit_o_in_forma_abbreviata_farmac-07410740018","FARMACEUTICI PROCEMSA S.P.A. SOCIETA' BENEFIT O IN FORMA ABBREVIATA FARMACEUTICI PROCEMSA S.P.A. SB","Via Mentana, 10","NICHELINO","TORINO","PIEMONTE",7410740018,7410740018,"TO 890209","21.20.09","Fabbricazione di medicinali ed altri preparati farmaceutici","€ 44.067.561","€ -12.779.982","€ 11.735.415","da 100 a 199","TO","Societa' per azioni","03/11/1997","Attiva",44067561,-12779982,11735415,100,199
"https://www.fatturatoitalia.it/gsi_srl_in_liquidazione-08475371210","GSI S.R.L. IN LIQUIDAZIONE","Via Duca Degli Abruzzi, 89","BARANO D'ISCHIA","NAPOLI","CAMPANIA",8475371210,8475371210,"NA 960860","47.11.2","Supermercati","€ 44.054.636","€ 2.358.673","€ 4.545.458","da 100 a 199",NA,"Societa' a responsabilita' limitata","07/10/2016","Inattiva",44054636,2358673,4545458,100,199
"https://www.fatturatoitalia.it/dolfen_srl-02430640348","DOLFEN S.R.L.","Via Zarotto, 86","PARMA","PARMA","EMILIA ROMAGNA",2430640348,2430640348,"PR 237370","46.32.1","Commercio all'ingrosso di carne fresca, congelata e surgelata","€ 44.046.847","€ 2.175.574","N.D.","nessuno","PR","Societa' a responsabilita' limitata","23/01/2007","Attiva",44046847,2175574,NA,0,0
"https://www.fatturatoitalia.it/alcea_azienda_lombarda_colori_e_affini_spa_o_in_forma_abbreviata_alcea-00718900152","ALCEA - AZIENDA LOMBARDA COLORI E AFFINI S.P.A. O IN FORMA ABBREVIATA ALCEA S.P.A.","Via Piemonte, 18","SENAGO","MILANO","LOMBARDIA",718900152,718900152,"MI 422086","20.3","Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)","€ 44.044.841","€ 2.802.252","€ 8.943.899","da 100 a 199","MI","Societa' per azioni","26/04/1952","Attiva",44044841,2802252,8943899,100,199
"https://www.fatturatoitalia.it/blu_srl-08171670725","BLU S.R.L.","Via Goffredo Mameli, 28/A","BARI","BARI","PUGLIA",8171670725,8171670725,"BA 609250","","","€ 44.040.901","€ 247.406","€ 214.688","","BA","Societa' a responsabilita' limitata","24/05/2018","Attiva",44040901,247406,214688,0,0
"https://www.fatturatoitalia.it/homes_casa_spa-02435570268","HOMES CASA S.P.A.","Via Ettore Majorana, 186","PIEVE DI SOLIGO","TREVISO","VENETO",2435570268,2435570268,"TV 211042","31","Fabbricazione di mobili","€ 44.039.231","€ 657.606","€ 2.418.736","da 50 a 99","TV","Societa' per azioni","07/04/1993","Attiva",44039231,657606,2418736,50,99
"https://www.fatturatoitalia.it/exolon_group_spa-06000600152","EXOLON GROUP S.P.A.","Strada Di Vagno, 15/A","NARNI","TERNI","UMBRIA",13199810154,6000600152,"TR 49831","22.21","Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche","€ 44.031.849","€ 725.764","€ 4.381.677","da 50 a 99","TR","Societa' per azioni","24/12/2019","Attiva",44031849,725764,4381677,50,99
"https://www.fatturatoitalia.it/saporiti_italia_spa-02252570169","SAPORITI ITALIA S.P.A.","Via Marconi, 23","BESNATE","VARESE","LOMBARDIA",12135840150,2252570169,"VA 236017","31","Fabbricazione di mobili","€ 44.029.495","€ 2.689.531","€ 1.266.481","da 20 a 49","VA","Societa' per azioni","19/05/1994","Attiva",44029495,2689531,1266481,20,49
"https://www.fatturatoitalia.it/embassy_freight_services_spa-01523940359","EMBASSY FREIGHT SERVICES SPA.","Via Germano Gasparini, 8","GUALTIERI","REGGIO EMILIA","EMILIA ROMAGNA",1523940359,1523940359,"RE 192580","52.29.1","Spedizionieri e agenzie di operazioni doganali","€ 44.026.948","€ -593.238","€ 6.243.769","da 100 a 199","RE","Societa' per azioni","25/11/1992","Attiva",44026948,-593238,6243769,100,199
"https://www.fatturatoitalia.it/airbus_italia_spa-03508601006","AIRBUS ITALIA S.P.A.","Via Dei Luxardo, 22-24","ROMA","ROMA","LAZIO",3508601006,3508601006,"RM 670932","72.19.09","Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria","€ 44.020.153","€ -4.232.524","€ 8.872.610","da 100 a 199","RM","Societa' per azioni","31/01/1989","Attiva",44020153,-4232524,8872610,100,199
"https://www.fatturatoitalia.it/losito_e_guarini_srl-04368420156","LOSITO E GUARINI S.R.L.","Via Michele Losito 2-3-4-5-7, .","REDAVALLE","PAVIA","LOMBARDIA",778090969,4368420156,"PV 243261","11.02.1","Produzione di vini da tavola e v.q.p.r.d.","€ 44.018.760","€ 517.512","€ 2.770.046","da 50 a 99","PV","Societa' a responsabilita' limitata","28/07/2017","Attiva",44018760,517512,2770046,50,99
"https://www.fatturatoitalia.it/logitec_spa-10112800015","LOGITEC S.P.A.","Via Tibullo, 10","ROMA","ROMA","LAZIO",10112800015,10112800015,"RM 1705311","52.29.22","Servizi logistici relativi alla distribuzione delle merci","€ 44.016.089","€ -13.936.999","€ 22.401.521","da 500 a 999","RM","Societa' per azioni","14/07/2023","Inattiva",44016089,-13936999,22401521,500,999
"https://www.fatturatoitalia.it/gracocem_spa-02807760604","GRACOCEM S.P.A.","Via Inselicata, 1","PADULA","SALERNO","CAMPANIA",2807760604,2807760604,"SA 447012","46.73.29","Commercio all'ingrosso di altri materiali da costruzione","€ 44.014.997","€ 3.979.344","€ 1.141.128","da 20 a 49","SA","Societa' per azioni","04/01/2019","Attiva",44014997,3979344,1141128,20,49
"https://www.fatturatoitalia.it/euromotor_automobili_srl-03548030729","EUROMOTOR AUTOMOBILI S.R.L.","Strada Statale 96 Km. 119,400 C.lamarossa, SN","MODUGNO","BARI","PUGLIA",3548030729,3548030729,"BA 264442","45.11.01","Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri","€ 44.014.142","€ 1.678.185","€ 2.146.008","da 50 a 99","BA","Societa' a responsabilita' limitata","25/09/1986","Attiva",44014142,1678185,2146008,50,99
"https://www.fatturatoitalia.it/accenture_services_and_technology_srl-10912430963","ACCENTURE SERVICES AND TECHNOLOGY S.R.L.","Via Privata Nino Bonnet, 10","MILANO","MILANO","LOMBARDIA",10912430963,10912430963,"MI 2565642","70.22.09","Altre attivita' di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale","€ 44.009.144","€ -15.296.299","€ 46.183.481","da 200 a 249","MI","Societa' a responsabilita' limitata","17/07/2019","Attiva",44009144,-15296299,46183481,200,249
"https://www.fatturatoitalia.it/kogel_italia_srl-04344140233","KOGEL ITALIA S.R.L.","Corso Porta Nuova, 11","VERONA","VERONA","VENETO",4344140233,4344140233,"VR 412429","45.19.01","Commercio all'ingrosso e al dettaglio di altri autoveicoli","€ 44.007.827","€ 412.980","€ 1.170.338","da 10 a 15","VR","Societa' a responsabilita' limitata","16/06/2015","Attiva",44007827,412980,1170338,10,15
"https://www.fatturatoitalia.it/airy_srl_unipersonale-13412411004","AIRY S.R.L. UNIPERSONALE","Via Rapagnano, 75","ROMA","ROMA","LAZIO",13412411004,13412411004,"RM 1445406","47.78.2","Commercio al dettaglio di materiale per ottica e fotografia","€ 44.006.227","€ 257.675","€ 140.525","1","RM","Societa' a responsabilita' limitata","08/06/2015","Attiva",44006227,257675,140525,1,1
"https://www.fatturatoitalia.it/op_altamura_societa_agricola_consortile_a_responsabilita_limitata-05608470653","O.P. ALTAMURA SOCIETA' AGRICOLA CONSORTILE A RESPONSABILITA' LIMITATA","Via Antonio Pacinotti, 80","PONTECAGNANO FAIANO","SALERNO","CAMPANIA",5608470653,5608470653,"SA 459432","01.13.2","Coltivazione di ortaggi (inclusi i meloni) in foglia a fusto a frutto in radici bulbi e tuberi in colture protette (escluse barbabietola da zucchero e patate)","€ 44.004.149","€ -28.601","€ 426.062","da 20 a 49","SA","Societa' consortile a responsabilita' limitata","01/06/2017","Attiva",44004149,-28601,426062,20,49
"https://www.fatturatoitalia.it/bhbroke_srl-08466841213","BHBROKE S.R.L.","Via Boscofangone, SNC","NOLA","NAPOLI","CAMPANIA",8466841213,8466841213,"NA 960179","47.91.1","Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet","€ 44.001.293","€ 135.775","N.D.","nessuno",NA,"Societa' a responsabilita' limitata","27/09/2016","Attiva",44001293,135775,NA,0,0
"https://www.fatturatoitalia.it/milor_spa-04362490155","MILOR S.P.A.","Via Dei Gracchi, 35","MILANO","MILANO","LOMBARDIA",4362490155,4362490155,"MI 1004937","46.48","Commercio all'ingrosso di orologi e di gioielleria","€ 44.000.157","€ 42.097","€ 3.330.960","da 50 a 99","MI","Societa' per azioni","09/03/1979","Attiva",44000157,42097,3330960,50,99
"https://www.fatturatoitalia.it/duna_corradini_spa-01803960366","DUNA-CORRADINI S.P.A.","Via Modena-carpi, 388","SOLIERA","MODENA","EMILIA ROMAGNA",1803960366,1803960366,"MO 244242","22.21","Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche","€ 43.993.111","€ 8.953.036","€ 5.803.027","da 100 a 199","MO","Societa' per azioni","03/02/1988","Attiva",43993111,8953036,5803027,100,199
"https://www.fatturatoitalia.it/stoneval_srl-03059220164","STONEVAL S.R.L.","Via Cavallera, 1","TELGATE","BERGAMO","LOMBARDIA",3059220164,3059220164,"BG 345978","46.73.29","Commercio all'ingrosso di altri materiali da costruzione","€ 43.986.760","€ 9.496.978","€ 701.880","da 10 a 15","BG","Societa' a responsabilita' limitata","06/08/2003","Attiva",43986760,9496978,701880,10,15
"https://www.fatturatoitalia.it/fucine_rostagno_societa_per_azioni-00503610016","FUCINE ROSTAGNO - SOCIETA' PER AZIONI","Via Galimberti, 63","CUORGNE","TORINO","PIEMONTE",503610016,503610016,"TO 432289","25.62","Lavori di meccanica generale","€ 43.977.009","€ 4.270.017","€ 7.421.916","da 100 a 199","TO","Societa' per azioni","03/06/1970","Attiva",43977009,4270017,7421916,100,199
"https://www.fatturatoitalia.it/seats_srl-15732631005","SEATS S.R.L.","Via Di Santa Teresa, 23","ROMA","ROMA","LAZIO",15732631005,15732631005,"RM 1610261","41.2","Costruzione di edifici residenziali e non residenziali","€ 43.972.819","€ 2.387.923","€ 248.285","da 3 a 5","RM","Societa' a responsabilita' limitata","05/06/2020","Attiva",43972819,2387923,248285,3,5
"https://www.fatturatoitalia.it/destination_2_italia_srl-09719300965","DESTINATION 2 ITALIA S.R.L.","Viale Andrea Doria, 44","MILANO","MILANO","LOMBARDIA",9719300965,9719300965,"MI 2109501","79.11","Attivita' delle agenzie di viaggio","€ 43.969.300","€ 98.271","€ 3.374.679","da 50 a 99","MI","Societa' a responsabilita' limitata","20/12/2016","Attiva",43969300,98271,3374679,50,99
"https://www.fatturatoitalia.it/mubre_costruzioni_srl-00172820243","MU.BRE. COSTRUZIONI S.R.L.","Via Andrea Mantegna, 6","MAROSTICA","VICENZA","VENETO",172820243,172820243,"VI 96917","41.2","Costruzione di edifici residenziali e non residenziali","€ 43.965.316","€ 1.313.341","€ 7.026.479","da 100 a 199","VI","Societa' a responsabilita' limitata","22/09/1966","Attiva",43965316,1313341,7026479,100,199
"https://www.fatturatoitalia.it/solania_srl-04053840650","SOLANIA S.R.L.","Via Buonaiuto, 29","SARNO","SALERNO","CAMPANIA",4053840650,4053840650,"SA 339403","46.31.2","Commercio all'ingrosso di frutta e ortaggi conservati","€ 43.960.921","€ 2.361.669","€ 248.528","da 6 a 9","SA","Societa' a responsabilita' limitata","02/10/2003","Attiva",43960921,2361669,248528,6,9
"https://www.fatturatoitalia.it/eco_service_spa-02153560590","ECO SERVICE S.P.A.","Via Giuseppe Gioachino Belli, 27","ROMA","ROMA","LAZIO",2153560590,2153560590,"RM 1675752","29.2","Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi","€ 43.959.334","€ 1.815.577","€ 3.579.376","da 50 a 99","RM","Societa' per azioni","07/07/2022","Attiva",43959334,1815577,3579376,50,99
"https://www.fatturatoitalia.it/live_nation_3_srl-01808990939","LIVE NATION 3 S.R.L.","Via Pietrasanta, 14","MILANO","MILANO","LOMBARDIA",1808990939,1808990939,"MI 2102775","90.01.09","Altre rappresentazioni artistiche","€ 43.944.970","€ 5.517.924","€ 916.201","da 16 a 19","MI","Societa' a responsabilita' limitata","19/12/2016","Attiva",43944970,5517924,916201,16,19
"https://www.fatturatoitalia.it/scatolificio_del_garda_spa-00229500236","SCATOLIFICIO DEL GARDA S.P.A.","Via Mantovana, 20","PASTRENGO","VERONA","VENETO",229500236,229500236,"VR 117618","17.23.09","Fabbricazione di altri prodotti cartotecnici","€ 43.937.166","€ 4.252.658","€ 7.625.364","da 100 a 199","VR","Societa' per azioni","02/04/1969","Attiva",43937166,4252658,7625364,100,199
"https://www.fatturatoitalia.it/tensacciai_srl-07526120964","TENSACCIAI S.R.L.","Via Pordenone, 8","MILANO","MILANO","LOMBARDIA",7526120964,7526120964,"MI 1964725","","","€ 43.935.857","€ 1.390.190","€ 4.668.212","","MI","Societa' a responsabilita' limitata","27/07/2011","Attiva",43935857,1390190,4668212,0,0
"https://www.fatturatoitalia.it/flli_branca_spa-00144330834","F.LLI BRANCA S.P.A.","Via Maceo, 7","TERME VIGLIATORE","MESSINA","SICILIA",144330834,144330834,"ME 87518","20.53","Fabbricazione di oli essenziali","€ 43.932.709","€ 2.007.494","€ 2.775.491","da 50 a 99","ME","Societa' per azioni","01/10/1969","Attiva",43932709,2007494,2775491,50,99
"https://www.fatturatoitalia.it/amgas_srl-06024230721","AMGAS S.R.L.","Corso Alcide De Gasperi, 320","BARI","BARI","PUGLIA",6024230721,6024230721,"BA 457129","35.23","Commercio di gas distribuito mediante condotte","€ 43.932.368","€ 6.100.791","€ 2.732.432","da 50 a 99","BA","Societa' a responsabilita' limitata","24/06/2003","Attiva",43932368,6100791,2732432,50,99
"https://www.fatturatoitalia.it/coedel_srl-00155140692","CO.ED.EL. S.R.L.","Via Napoli Km. 5,500, SN","FOGGIA","FOGGIA","PUGLIA",1961340716,155140692,"FG 268592","33.20.02","Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmittenti radiotelevisivi, di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici)","€ 43.928.192","€ 749.704","€ 8.015.351","da 200 a 249","FG","Societa' a responsabilita' limitata","08/03/2017","Attiva",43928192,749704,8015351,200,249
"https://www.fatturatoitalia.it/borghi_polimeri_spa-03993020167","BORGHI POLIMERI S.P.A.","Via Ponte Gobbo, 12","TELGATE","BERGAMO","LOMBARDIA",3993020167,3993020167,"BG 426186","20.16","Fabbricazione di materie plastiche in forme primarie","€ 43.920.513","€ 453.423","€ 986.073","da 16 a 19","BG","Societa' per azioni","03/06/2014","Attiva",43920513,453423,986073,16,19
"https://www.fatturatoitalia.it/valgrana_spa-02103050049","VALGRANA S.P.A.","Via Moretta, 7","SCARNAFIGI","CUNEO","PIEMONTE",2103050049,2103050049,"CN 154311","10.51.2","Produzione dei derivati del latte","€ 43.920.173","€ 238.573","€ 771.165","da 10 a 15","CN","Societa' per azioni","13/03/1989","Attiva",43920173,238573,771165,10,15
"https://www.fatturatoitalia.it/baumann_srl-00224750232","BAUMANN S.R.L.","Via Palesega, 1","CAVAION VERONESE","VERONA","VENETO",224750232,224750232,"VR 118922","28.22.02","Fabbricazione di gru, argani, verricelli a mano e a motore, carrelli trasbordatori, carrelli elevatori e piattaforme girevoli","€ 43.918.947","€ 7.127.350","€ 5.844.466","da 100 a 199","VR","Societa' a responsabilita' limitata","22/07/1969","Attiva",43918947,7127350,5844466,100,199
"https://www.fatturatoitalia.it/policlinico_s_giorgio_spa_casa_di_cura_privata-00130860935","POLICLINICO S. GIORGIO S.P.A. - CASA DI CURA PRIVATA","Via Gemelli,","PORDENONE","PORDENONE","FRIULI VENEZIA GIULIA",130860935,130860935,"PN 6348","86.10.1","Ospedali e case di cura generici","€ 43.914.239","€ 1.213.722","€ 15.142.171","da 250 a 499","PN","Societa' per azioni","22/08/1961","Attiva",43914239,1213722,15142171,250,499
"https://www.fatturatoitalia.it/elis_italia_spa-05851410158","ELIS ITALIA S.P.A.","Via Monferrato, 62","SAN GIULIANO MILANESE","MILANO","LOMBARDIA",5851410158,5851410158,"MI 1043363","96.01.1","Attivita' delle lavanderie industriali","€ 43.912.920","€ 2.662.275","€ 16.368.036","da 250 a 499","MI","Societa' per azioni","26/06/1980","Attiva",43912920,2662275,16368036,250,499
"https://www.fatturatoitalia.it/tubilux_pharma_spa-05406661008","TUBILUX PHARMA S.P.A.","Via Costarica, 20/22","POMEZIA","ROMA","LAZIO",5406661008,5406661008,"RM 883476","21.20.09","Fabbricazione di medicinali ed altri preparati farmaceutici","€ 43.912.372","€ 1.809.660","€ 13.787.579","da 200 a 249","RM","Societa' per azioni con socio unico","01/12/1997","Attiva",43912372,1809660,13787579,200,249
"https://www.fatturatoitalia.it/gmet_srl-02418860066","GMET S.R.L.","Via Carlo Noe', 24","VALENZA","ALESSANDRIA","PIEMONTE",2418860066,2418860066,"AL 254172","46.72.1","Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati","€ 43.912.014","€ 70.854","€ 74.170","2","AL","Societa' a responsabilita' limitata","21/11/2013","Attiva",43912014,70854,74170,2,2
"https://www.fatturatoitalia.it/omnisyst_spa_societa_benefit_in_forma_abbreviata_omnisyst_spa_sb-06672350961","OMNISYST S.P.A. SOCIETA' BENEFIT IN FORMA ABBREVIATA OMNISYST S.P.A. SB","Corso Vittorio Emanuele Ii, 1","MILANO","MILANO","LOMBARDIA",6672350961,6672350961,"MI 1907088","74.90.99","Altre attivita' professionali nca","€ 43.906.460","€ -532.675","€ 4.420.739","da 50 a 99","MI","Societa' per azioni","13/07/2009","Attiva",43906460,-532675,4420739,50,99
"https://www.fatturatoitalia.it/filati_biagioli_modesto_srl-00509010476","FILATI BIAGIOLI MODESTO S.R.L.","Via Antonio Gramsci, 155","MONTALE","PISTOIA","TOSCANA",509010476,509010476,"PT 124624","13.1","Preparazione e filatura di fibre tessili","€ 43.905.704","€ -12.476","€ 7.113.219","da 100 a 199","PT","Societa' a responsabilita' limitata","04/11/1992","Attiva",43905704,-12476,7113219,100,199
"https://www.fatturatoitalia.it/fratelli_pagani_spa-00709190151","FRATELLI PAGANI S.P.A.","Via Ennio, 20","MILANO","MILANO","LOMBARDIA",709190151,709190151,"MI 227874","10.84","Produzione di condimenti e spezie","€ 43.898.776","€ 4.016.483","€ 6.929.153","da 100 a 199","MI","Societa' per azioni","12/03/1935","Attiva",43898776,4016483,6929153,100,199
"https://www.fatturatoitalia.it/bonizzi_srl-00833090194","BONIZZI S.R.L.","Via Bergamo, 6","SONCINO","CREMONA","LOMBARDIA",833090194,833090194,"CR 115490","10.51.1","Trattamento igienico del latte","€ 43.897.180","€ 1.616.912","€ 1.497.791","da 20 a 49","CR","Societa' a responsabilita' limitata","18/10/1985","Attiva",43897180,1616912,1497791,20,49
"https://www.fatturatoitalia.it/aixam_mega_italia_srl-02587970043","AIXAM MEGA ITALIA S.R.L.","Via Del Lavoro, 9","CHERASCO","CUNEO","PIEMONTE",2587970043,2587970043,"CN 219560","45.11.01","Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri","€ 43.895.375","€ 3.562.962","€ 827.420","da 10 a 15","CN","Societa' a responsabilita' limitata","24/10/1997","Attiva",43895375,3562962,827420,10,15
